,name,categories,address,city,postal_code,province,country,latitude,longitude,websites
0,SONIC Drive In,American Restaurant and Fast Food Restaurant,800 N Canal Blvd,Thibodaux,70301,LA,US,29.814697,-90.814742,"https://locations.sonicdrivein.com/la/thibodaux/800-north-canal-boulevard.html,http://sonicdrivein.com,http://www.sonicdrivein.com"
1,Taco Bell,Fast Food Restaurant,206 Wears Valley Rd,Pigeon Forge,37863,TN,US,35.803788,-83.580553,"http://www.tacobell.com,https://locations.tacobell.com/tn/pigeon-forge/206-wears-valley-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=026432andutm_content=website"
2,Arby's,Fast Food,3652 Parkway,Pigeon Forge,37863,TN,US,35.782339,-83.551408,"http://www.arbys.com,https://locations.arbys.com/us/tn/pigeon-forge/3652-parkway.html"
3,Steak 'n Shake,Fast Food Restaurant,2118 Mt Zion Parkway,Morrow,30260,GA,US,33.562738,-84.321143,http://www.steaknshake.com/locations/23851-steak-n-shake-mt-zion-parkway-morrow
4,Wendy's,Fast Food Restaurant,9768 Grand River Ave,Detroit,48204,MI,US,42.368823,-83.138251,http://www.wendys.com
5,Burger King,Fast Food Restaurant,13600 W McNichols Rd,Detroit,48235,MI,US,42.416819,-83.180444,"http://bk.com,http://www.bk.com"
6,Chipotle Mexican Grill,Fast Food,4111 Oceanside Blvd,Oceanside,92056,CA,US,33.205722,-117.288645,"http://www.chipotle.com,http://www.lasalsa.com"
7,7-Eleven,Fast Food Restaurants,162 Old Country Rd,Riverhead,11901,NY,US,40.937359,-72.650142,"http://www.7-eleven.com/?yext=39326,http://www.7-eleven.com"
8,Dairy Queen,Fast Food Restaurant,1407 S Stockton Ave,Monahans,79756,TX,US,31.580721,-102.891455,"http://www.dairyqueen.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJqRG97esP_MxDChA8jm1fugloTMDPF7zOe73z7Rzg5g9Epb5tslb4Ce2O9bVs-3osjI7W1LXK0P8-ceZJLb_Zm0NuJ46OZRPXqASUtjZowHbqYHz_KHREl3SRL-RlGbE5woot3O2zSqAWVHg-OlWhMHHJ9TR1jaOXMbzQAnUcZehcpq17Fx8TdD5LnknOH2OhntcYkp-Hmhc2uj_O6yVorIqEVf5Z62kWufiQ_mpIyS3EC2lcbYW-Qo4k6KLlDUXBhz61tD0Ed-XxpaLD24rGhItu5TjcLVVa3Tx4vbMdbUZcI1ZgYjFCwkqBDsIe7zQCbZJ1aOHgTBcCkHjLqSMEJ-VSSeMC2Y1vDdmeULpiA18&placement=listing_profile&cs_user=unknown&cs_session=9e084e19d8cf38f4a2ac131f1e6b96b494a6e801"
9,Dairy Queen,Fast Food Restaurant and Ice Cream Shop,208 W Mason St,Mabank,75147,TX,US,32.36602,-96.103364,http://dairyqueen.com
10,Dairy Queen,Ice Cream Shop and Fast Food Restaurant,5801 Highway 6,Missouri City,77459,TX,US,29.570079,-95.568166,http://www.dairyqueen.com
11,Mr. Hero,Fast Food Restaurant,3454 Manchester Rd,Akron,44319,OH,US,41.005682,-81.555774,http://mrhero.com
12,Golden Chick,Fast Food Restaurants,1500 E Main St,Eastland,76448,TX,US,32.401088,-98.790162,"http://locations.goldenchick.com/tx/eastland/1202,http://goldenchick.com"
13,Carl's Jr,Fast Food Restaurant,1190 W Foothill Blvd,Azusa,91702,CA,US,34.133291,-117.924566,"http://www.carlsjr.com,http://www.carlsjr.com/"
14,Checkers,Fast Food Restaurants,601 N Main St,Summerville,29483,SC,US,33.026572,-80.169733,"https://locations.checkers.com/sc/summerville/601-n.-main-st.,https://www.checkers.com,http://www.checkers.com"
15,Rally's,Fast Food,1927 Woodville Road,Oregon,43616,OH,US,41.627298,-83.502436,http://rallys.com/
16,Togo's,Fast Food,6316 W 89th St,Los Angeles,90045,CA,US,33.955923,-118.396443,http://www.togosspeedlunch.com/
17,Rally's,Fast Food Restaurants,3105 Highway 80 E,Pearl,39208,MS,US,32.282328,-90.11677,https://locations.rallys.com/ms/pearl/3105-highway-80-e-%C2%A0
18,Checkers,Fast Food Restaurant,2860 E Paris Ave SE,Grand Rapids,49512,MI,US,42.91147,-85.56812,"https://locations.checkers.com/mi/kentwood/2860-e-paris-ave-se,https://www.checkers.com,https://www.checkers.com/,http://www.checkers.com"
19,Rally's,Fast Food Restaurant,2424 E State Road 44,Shelbyville,46176,IN,US,39.523704,-85.743659,"https://locations.rallys.com/in/shelbyville/2424-e.-state-road-44,http://www.checkers.com,http://rallys.com,http://checkers.com"
20,Checkers,Fast Food,1611 Broadway,Brooklyn,11207,NY,US,40.685506,-73.914457,"https://locations.checkers.com/ny/brooklyn/1611-broadway,http://checkers.com,http://www.checkers.com"
21,Checkers,Fast Food Restaurants,1720 Walton Way,Augusta,30904,GA,US,33.475292,-81.995946,"https://locations.checkers.com/ga/augusta/1720-walton-way,https://www.checkers.com"
22,Checkers,Fast Food Restaurant,17620 Grand River Ave,Detroit,48227,MI,US,42.400037,-83.21574,https://locations.checkers.com/mi/detroit/17620-grand-river-ave
23,Little Q Hot Pot,Fast Food Restaurants,196 Massachusetts Ave,Arlington,2474,MA,US,42.405651,-71.14212,http://littleqhotpotma.com
24,McDonald's,Fast Food,1224 State St,Schenectady,12304,NY,US,42.79792,-73.924364,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
25,McDonald's,Fast Food Restaurant,1232 Ulster Ave,Kingston,12401,NY,US,41.967079,-73.988583,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
26,McDonald's,Fast Food Restaurant,1188 Avenue of The Americas,New York,10036,NY,US,40.757558,-73.981671,http://mcdonalds.com/
27,McDonald's,Fast Food Restaurant,114 Delancey St,New York,10002,NY,US,40.718943,-73.988306,http://mcdonalds.com
28,McDonald's,Fast Food Restaurants,1050 Front St,Uniondale,11553,NY,US,40.709646,-73.591453,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
29,McDonald's,Fast Food Restaurant,105 Jericho Tpke,Jericho,11753,NY,US,40.780233,-73.55934,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4RT9UEBPO-64wX56BjzHLd30Vtc-E6tRn5Qu0eRc_DBQJlwYp8xTFBgQya-MzslAXqjYZJM60OQr_B_qw5j5R4po2lD4Bp7jBUJxb4mT_1yq0HrpM06V32safH8oc3ObTxX9_UKu9KEaQ7a5AB3RPweBodwruhmy6MJ1E0Fxm24zDrEGC31jcXkhlbSnNd5qVXz9k4rQUcMgo15OqXI_h7YvMn1AbfZSc1vKFfhUKB4xYwesNPYNLOd-O1d7LqWAuRfdmk9LpXp9Q4zcDWkNf4C7MeEajoEYfZru37-IFNUxi-19j6W-OiKcOftcd_UqL7Hf-CAQngzLDAOT2PALtFvXhDiuE0gq5&placement=listing_profile.c&cs_user=unknown&cs_session=fa3e41570a83c445cc822273e5417e8878250b09,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
30,McDonald's,Fast Food Restaurants,106 Wolf Rd,Albany,12205,NY,US,42.716812,-73.809319,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
31,McDonald's,Fast Food,101 E 170th St,Bronx,10452,NY,US,40.839569,-73.915927,"http://mcdonalds.com,http://mcdonalds.com/"
32,McDonald's,Fast Food,103 Brookview Dr,Schenectady,12303,NY,US,42.741061,-73.913673,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
33,McDonald's,Fast Food Restaurants,1028 Mckinley Pkwy,Buffalo,14220,NY,US,42.857899,-78.825089,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
34,McDonald's,Fast Food Restaurants,10 Main St,Tonawanda,14150,NY,US,43.021019,-78.878167,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
35,McDonald's,Fast Food,300 Mishawum Rd,Woburn,1801,MA,US,42.503903,-71.132748,"http://mcdonalds.com,http://www.mcdonalds.com"
36,McDonald's,Fast Food Restaurant,1190 Providence Rd,Whitinsville,1588,MA,US,42.125526,-71.645913,http://www.mcdonalds.com
37,McDonald's,Fast Food,212 Main St,Wilmington,1887,MA,US,42.557448,-71.181499,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
38,McDonald's,Fast Food,44 E Main St,Webster,1570,MA,US,42.055826,-71.873999,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
39,McDonald's,Fast Food,789 Main St,Waltham,2451,MA,US,42.376247,-71.241667,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
40,McDonald's,Fast Food Restaurant,20 Main St,Townsend,1469,MA,US,42.650503,-71.662674,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
41,McDonald's,Fast Food Restaurant,595 Main St,Walpole,2081,MA,US,42.157222,-71.243549,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
42,McDonald's,Fast Food,282 Winthrop St,Taunton,2780,MA,US,41.88896,-71.120789,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
43,McDonald's,Fast Food,660 Liberty St,Springfield,1104,MA,US,42.12193,-72.584242,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
44,McDonald's,Fast Food Restaurants,360 Main St,Springfield,1105,MA,US,42.091561,-72.579647,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
45,McDonald's,Fast Food Restaurants,2392 Main St,Springfield,1107,MA,US,42.111552,-72.603359,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
46,McDonald's,Fast Food Restaurant,1402 Allen St,Springfield,1118,MA,US,42.095053,-72.512539,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
47,McDonald's,Fast Food Restaurants,1610 Boston Rd,Springfield,1129,MA,US,42.142989,-72.48923,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
48,McDonald's,Fast Food Restaurants,59 W Main St,Spencer,1562,MA,US,42.23341,-72.012516,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
49,Five Guys,Fast Food Restaurant,1433 SW 107th Ave,Miami,33174,FL,US,25.754984,-80.368058,http://fiveguys.com
50,Taco Bell,Fast Food Restaurant and Mexican Restaurant,1601 W Kirby St,Wylie,75098,TX,US,33.007329,-96.554127,http://www.tacobell.com
51,Taco Bell,Fast Food Restaurant,7425 S Broadway Ave,Tyler,75703,TX,US,32.274786,-95.306757,"https://locations.tacobell.com/tx/tyler/7425-s--broadway.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=028285andutm_content=website,http://www.tacobell.com"
52,Burger King,Fast Food Restaurants,100 Business Loop 70 E,Columbia,65203,MO,US,38.964944,-92.336364,https://locations.bk.com/mo/columbia/100-east-bus-loop-70.html
53,Wendy's,Fast Food Restaurant and Burger Joint,615 Martin Luther King Jr Blvd,Savannah,31401,GA,US,32.070343,-81.101032,http://www.wendys.com
54,Wendy's,Fast Food Restaurant and Burger Joint,1123 Roswell Rd,Marietta,30062,GA,US,33.95111,-84.518962,http://www.wendys.com
55,Wendy's,Fast Food Restaurants,273 Keys Ferry St,McDonough,30253,GA,US,33.446887,-84.138326,http://www.wendys.com
56,Wendy's,Fast Food Restaurant,1117 W Spring St,Monroe,30655,GA,US,33.792748,-83.731443,"http://www.wendys.com,http://wendys.com"
57,Wendy's,Fast Food Restaurants,430 S Belair Rd,Augusta,30907,GA,US,33.486344,-82.13351,"http://wendys.com,http://www.wendys.com"
58,Wendy's,Fast Food Restaurant,2341 N Columbia St,Milledgeville,31061,GA,US,33.108582,-83.254192,"http://www.wendys.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJYD3APfFyZb1SUEABa1jmpS3OwA6Ks1I57XZf6k02m5Dvu9lByiHtpkoNNoG8cU_ZaobcdIQRWWL0md66ueT5A43ZGYiNwtovEGOgxdPQDfBzBm_AmXzmBTBk62JzmDO7Dtx-HHkNoox5ES3Ec5dXFLuW5rWaPa1RvXLXPzhDXm3S_YlAKU2Boro-4PLACNUmcza8nrVy_fzm0xyTULUoEEZ9wFukyZHufUtWn-LoyAAUrKHW_eNWV5yj61VM-YKgztWPxr1m69CU3Xcnsy9RtabxZMeaeGXJWfgH0dotSNjDkyPtXFSEVmYtKsAZJBPQgMVY7eZIMgUPPdIqHv5K0g&placement=listing_profile&cs_user=unknown&cs_session=e403c58902631e046092996f08c79277aa889e60"
59,Wendy's,Fast Food Restaurant and Burger Joint,260 Cooper Rd,Loganville,30052,GA,US,33.880381,-83.939657,"http://www.wendys.com,http://wendys.com"
60,Wendy's,Fast Food Restaurant,4331 Atlanta Hwy,Loganville,30052,GA,US,33.839726,-83.905798,http://www.wendys.com
61,Wendy's,Fast Food Restaurant,3015 Panola Rd,Lithonia,30038,GA,US,33.699522,-84.17274,http://www.wendys.com
62,Burger King,Fast food restaurants,184 Endicott St,Danvers,1923,MA,US,42.547923,-70.942014,http://www.bk.com
63,Boston Road Pizza,Fast Food Restaurants,1291 Boston Rd,Springfield,1119,MA,US,42.140526,-72.50087,http://bostonroadpizza.com
64,McDonald's,Fast Food Restaurant,6134 State Route 14,Ravenna,44266,OH,US,41.157059,-81.219054,http://mcdonalds.com
65,Boston Market,Fast Food Restaurant,4402 Little Rd,Arlington,76016,TX,US,32.679467,-97.195027,"http://www.bostonmarket.com,http://bostonmarket.com"
66,D'Angelo Grilled Sandwiches,Fast Food Restaurants,15 Highland Ave,Attleboro,2703,MA,US,41.92023235,-71.35787658,"http://www.dangelos.com,http://dangelos.com"
67,Burger King,Fast Food,2992 Jamacha Rd,El Cajon,92019,CA,US,32.739923,-116.942156,"http://www.burgerking.com/,http://www.bk.com"
68,Boston Market,Fast Food Restaurants,706 Fletcher Pkwy,El Cajon,92020,CA,US,32.80827,-116.97137,"http://www.bostonmarket.com,https://bostonmarket.com/location/el-cajon-ca-735/?utm_source=Yextandutm_medium=clickandutm_campaign=listingsandutm_content=735"
69,Burger King,Fast food restaurants,822 N Johnson Ave,El Cajon,92020,CA,US,32.805945,-116.971542,http://www.burgerking.com/
70,Nino's Pizzarama,Fast Food Restaurants,2819 Easton Rd,Willow Grove,19090,PA,US,40.170877,-75.127393,"http://www.ninospizzarama.com,http://ninospizzarama.net"
71,Carl's Jr,Fast Food Restaurant,8924 Sierra Ave,Fontana,92335,CA,US,34.091528,-117.43637,http://www.carlsjr.com
72,Carl's Jr,Fast Food,18025 Ventura Blvd,Encino,91316,CA,US,34.16469,-118.52474,http://www.carlsjr.com/
73,Burger King,Fast food restaurants,242 N El Camino Real,Encinitas,92024,CA,US,33.051949,-117.260994,http://www.burgerking.com/
74,Carl's Jr,Fast Food Restaurant,9002 Firestone Blvd,Downey,90241,CA,US,33.93527552,-118.1238946,http://www.carlsjr.com
75,Carl's Jr,Fast Food Restaurants,9110 Imperial Hwy,Downey,90242,CA,US,33.91684597,-118.1337577,http://www.carlsjr.com
76,Filippi's Pizza Grotto,Fast Food Restaurants,962 Garnet Ave,San Diego,92109,CA,US,32.797188,-117.2525,"http://www.realcheesepizza.com,http://www.realcheesepizza.com/web/locations/pb.html"
77,Burger King,Fast food restaurants,7011 Barker Cypress Rd,Cypress,77433,TX,US,29.88081,-95.683922,http://www.bk.com
78,Boston Market,Fast Food Restaurant,2180 Contra Costa Blvd,Pleasant Hill,94523,CA,US,37.946879,-122.060174,"http://www.bostonmarket.com,https://bostonmarket.com/location/pleasant-hill-ca-1961/?utm_source=Yextandutm_medium=clickandutm_campaign=listingsandutm_content=1961"
79,Jack in the Box,Fast Food,3035 Castro Valley Blvd,Castro Valley,94546,CA,US,37.695437,-122.081735,"http://www.jackinthebox.com,http://www.jackinthebox.com/"
80,Round Table Pizza,Fast Food,4302 Moorpark Ave,San Jose,95129,CA,US,37.315904,-121.977843,"http://www.roundtablepizza.com/,http://roundtablepizza.com"
81,El Pollo Loco,Fast Food Restaurants,1751 S Alameda St,Compton,90220,CA,US,33.894566,-118.220228,http://www.elpolloloco.com
82,Arby's,Fast Food Restaurant,2244 Otay Lakes Rd,Chula Vista,91915,CA,US,32.646857,-116.967527,"http://www.arbys.com,https://locations.arbys.com/us/ca/chula-vista/2244-otay-lakes-rd.html,http://www.arbys.com/"
83,Burger King,Fast food restaurants,962 East Ave,Chico,95926,CA,US,39.76117,-121.842187,"https://locations.bk.com/ca/chico/962-east-ave.html,http://www.bk.com"
84,In-N-Out Burger,Fast Food Restaurants,1170 W Branch St,Arroyo Grande,93420,CA,US,35.1273,-120.598,http://www.in-n-out.com
85,Copper Oven Artisan Pizza,Fast Food Restaurants,73196 Highway 111,Palm Desert,92260,CA,US,33.72118,-116.38791,http://copperovenartisanpizza.com
86,Carl's Jr,Fast Food Restaurant,20900 Roscoe Blvd,Canoga Park,91304,CA,US,34.218957,-118.58903,"http://www.carlsjr.com,http://www.carlsjr.com/"
87,McDonald's,Fast Food Restaurant,1760 41st Ave,Capitola,95010,CA,US,36.975287,-121.963929,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1Dtta5XsdiyvBJEV0mlmPAVL2Pu6RmeqLjpOAn33qz2UnedC1_zx5rpnLNrmgDLP8JD5ybb_0Q39GTiHHETlR-P6De5PcnwdlW-y8vyj8ebfPFpzbn9rFADOxR89FY8oXj4UIhDD_VtoRyzgHJH5V9Y-VMW6tYYPV1Mo1HKgwIeySRaqAGLkVvLdGz_CsMZ1suQUbuVO4npEtgjXhkTN1M6U6OnMStBos6B3SKu2FskRfaKS79IW6dtIJMgMX6YDrO3fsrAwOvRxD3y_9wUQipDE74g-3ujGiLw9Hu1VZzqhXGXny8vDUMMm7W9lxwbR6gY5u0kN8pas5HAodV4YJoO2wlriR6AFoJf1&placement=listing_profile.b&cs_user=unknown&cs_session=563e0edec6600f42076961856207b2e00e43040a"
88,Carl's Jr,Fast Food Restaurant,401 Las Posas Rd,Camarillo,93010,CA,US,34.221478,-119.070243,http://www.carlsjr.com
89,Del Taco,"Fast Food Restaurant, Mexican Restaurant, and Taco Place",2871 Lenwood Rd,Barstow,92311,CA,US,34.867566,-117.114747,http://www.deltaco.com
90,Del Taco,Fast Food Restaurant,12690 Ramona Blvd,Baldwin Park,91706,CA,US,34.077713,-117.996169,"http://www.deltaco.com/,http://www.deltaco.com"
91,Little Caesars Pizza,Fast Food,1210 N Hacienda Blvd,La Puente,91744,CA,US,34.0422696,-117.9493495,"http://www.littlecaesars.com,http://www.littlecaesars.com/"
92,McDonald's,Fast Food Restaurant,562 N Main St,Bishop,93514,CA,US,37.365314,-118.39508,http://mcdonalds.com
93,McDonald's,Fast Food Restaurants,1310 E Lamar St,Americus,31709,GA,US,32.07128,-84.216974,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJLAJ_vfQBtbvB4zGTnIYoWRbIEgmM7GACT2nb6P4T534O6zsqWMT1dGYn2yZmThdG2l6bxRAehX9MMRYzPPYWyr41EJtdRX7k2W2WlBonHxD4LoeEKDlC6HoS_lxNDt4TdZGM073h_gpe34ufzx1v9MJp9LaquUJq-1ADLw6yAaZQYpZYbTJ6EcC6EfvO9ETkn3vDUWIRGp_dWtsgvTj2j_rMgdtj0BF2b71HuiaZF9wJxPHjZM0xyP5GAMXUbwE9Eil7_kubblHoZV1pgJy9TsaPTE2jphduEIq5AoFtq0Xr5preciKefI9xkeVpjaUUFPnXuPQd2tiRlJ_TWt5Z4N7qfdZS2BAJ&placement=listing_profile&cs_user=unknown&cs_session=387e0e1c0d4afa4d7f617762d1f04373dd312c3d"
94,Burger King,Fast Food Restaurant,2009 E Greenville St,Anderson,29621,SC,US,34.54701,-82.6319,"https://locations.bk.com/sc/anderson/2009-e-greenville-st.html,http://www.bk.com"
95,Carl's Jr,Fast Food Restaurant,2521 W Commonwealth Ave,Alhambra,91803,CA,US,34.088183,-118.151437,"http://www.carlsjr.com,http://www.carlsjr.com/,http://carlsjr.com"
96,Sbarro,Fast Food Restaurants,3450 Wrightsboro Rd Ste 2340,Augusta,30909,GA,US,33.46734,-82.07989,http://www.sbarro.com
97,Casey's General Store,Fast Food,810 Oak Ave,Neoga,62447,IL,US,39.321895,-88.451273,http://www.caseys.com
98,Casey's General Store,Fast Food,701 S Van Buren St,Newton,62448,IL,US,38.983809,-88.161001,http://www.facebook.com/caseysgenstore
99,Chipotle Mexican Grill,Fast Food Restaurants,9175 De Soto Ave,Chatsworth,91311,CA,US,34.23765,-118.58919,"http://www.chipotle.com,http://chipotle.com"
100,McDonald's,Fast Food Restaurants,328 N Main St,Cedartown,30125,GA,US,34.017911,-85.253614,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJdTI6hwkTdO70YISz9gWhZfxgpeYkj_-R9vOeA-p1khZDhlZfUGWLzjorWZg3AbwYZrHfJw5wxFp6UvANO_y4sUDxEjtjqYRURVajG48cn8DG8XtxI_quyfbdkLD8UAAE6l2unFkm-j08eNMRITEhxrf-0J0t7QQl_m5QBqQxGUAIJbP4tuCKlQ5UkS_2fbv0TNkOmTRColjTv49Ic8j4qdTS8opNbGJI7wG3MpG-XO2aQiFOAPyWLWvX5xc7tgkkSrWFPPf6568Z0ebn5QPYCxsczgnGFxXTbEtNwrbSzXMr0bAXtLCc7THhEc6fIeLJLRY2-BiFu2XQugiS_Jnt2c17suE6c9DV&placement=listing_profile&cs_user=unknown&cs_session=c67eaf7275f5c760207335f24d46a3bfc849009c"
101,Burger King,Fast food restaurants,3025 Main St,Glastonbury,6033,CT,US,41.726353,-72.617608,"http://www.bk.com,http://bk.com"
102,Boston Market,"American Restaurant, Sandwich Place, and Fast Food Restaurant",2834 Main St,Glastonbury,6033,CT,US,41.720514,-72.614164,"http://www.bostonmarket.com,http://bostonmarket.com"
103,McDonald's,Fast Food Restaurant,605 E Broadway St,Campbellsville,42718,KY,US,37.346447,-85.337368,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttlBrudHdoBH_DGjaTmU8PwdbfJ2xHPn7Rwi4U85-2Et587Fq8vmz8iGAm0EjY1KA0R2zhuMhnQKoGqWThgFN8jTErCjxtP6ollGXsWzGWbhCoZclcoPdleGfT21PW-SYTIkUwmGBOAc4gxt97kOU6h8_7VAEhFodMhojUnjcQV0jzIOdXWrA8XHVWc4Ne2mCN0L_k5sP1s5HSZuyYKD74rjqX9DHdfLf_fh_cwv2f3PoRNruakJsx4Q77MvV36wSfVo-ccW5rGjnV-Ji-wuoCGkbaadlEUapm8WquQeqX4seGxwJZ4u_gdLYz906J0I5hqNjQlV0cpIEe-RABopzNSK7YVr3R-iFf&placement=listing_profile.b&cs_user=unknown&cs_session=c32e8929edce4f151a7e8f5f303f328388f837d7"
104,SUBWAY,Fast Food Restaurant,1602 E Broadway St,Campbellsville,42718,KY,US,37.357213,-85.323654,"http://www.subway.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJrdpPH-jgTbkJVTDQ1eCKgW3VOJJPaEiUYk16SKia0wRbqbTrXrgOsTg6wvGYc7dD1JIugQyrEUjnheYMMfX7Lky5pbVLFPFbmAdGfdN8Nma7PGSKUXuqWgSpzEoUOKRdREuu5IhJf96KRMuWIVvtH4jsN7WtpquET2jm2wBIaUf0DSjXK7JJJbHAjR6-fcD9M9PkPMxSZVgQ8O3zIdkLn-PAVgBDJjHcBzOI8KJ0HKCvsWneLvVENMvDMFMCKHJ54zLmr3V76V2cVgUiaMt1VwJtMegdL5gmMum2a24nxrMq824yTST5BTVAcxhcohCYA9mZJSDrvQ4ZJ163lihC7FFPTsEqh0Lx&placement=listing_profile&cs_user=unknown&cs_session=aed3031b0c80181e40d32382a48b58fd6fc54832"
105,Burger King,Fast food restaurants,1475 Holiday Ln,Fairfield,94534,CA,US,38.259527,-122.062146,http://www.bk.com
106,Fat Patty's,Fast Food Restaurants,1442 Winchester Ave,Ashland,41101,KY,US,38.4791,-82.6411,"http://www.fatpattysonline.com,http://fatpattysonline.com"
